26.0,26.0,13.0
22.0,22.0,11.0
12.0,12.0,6.0
PRC,{'recall': [0.4333, 0.3667, 0.2], 'correctness': 0.36, 'precision': [0.4, 0.4, 0.2], 'key': [1, 2, 3]}
SD,0.0175
