443.0,218.0,238.0,321.0
116.0,110.0,35.0,129.0
31.0,0.0,20.0,9.0
17.0,16.0,7.0,20.0
PRC,{'recall': [0.7298, 0.3198, 0.0667, 0.0418], 'correctness': 0.3428, 'precision': [0.3631, 0.2821, 0.3333, 0.3333], 'key': [1, 2, 3, 4]}
SD,0.0573
