239.0,239.0,239.0,478.0
77.0,77.0,77.0,154.0
19.0,19.0,19.0,38.0
11.0,11.0,11.0,22.0
PRC,{'recall': [0.6908, 0.2225, 0.0549, 0.0318], 'correctness': 0.2064, 'precision': [0.2, 0.2, 0.2, 0.4], 'key': [1, 2, 3, 4]}
SD,0.0925
