44.0,15.0,16.0
34.0,30.0,16.0
31.0,11.0,13.0
PRC,{'recall': [0.4037, 0.5357, 0.2889], 'correctness': 0.4143, 'precision': [0.5867, 0.375, 0.2364], 'key': [1, 2, 3]}
SD,0.026
32.0,16.0,32.0
26.0,13.0,26.0
26.0,13.0,26.0
PRC,{'recall': [0.381, 0.3095, 0.3095], 'correctness': 0.3381, 'precision': [0.4, 0.2, 0.4], 'key': [1, 2, 3]}
SD,0.0127
