1125.0,0.0,996.0,1055.0,1789.0
66.0,0.0,60.0,74.0,100.0
6.0,0.0,6.0,6.0,12.0
20.0,0.0,17.0,29.0,19.0
21.0,0.0,19.0,22.0,33.0
PRC,{'recall': [0.9087, 0.0055, 0.0245, 0.0169], 'correctness': 0.2179, 'precision': [0.2266, 0.2, 0.3412, 0.3474], 'key': [1, 3, 4, 5]}
SD,0.1179
